[872, 605]
[section-title, [268.0, 37.0, 76.0, 30.0], i6g0M5SCm5, 6457489]
[folio, [485.0, 43.0, 70.0, 18.0], RExwmTlLs3, 6457489]
[paragraph, [81.0, 75.0, 193.0, 18.0], _trHM4-7Nd, 6457489]
[paragraph, [81.0, 93.0, 193.0, 18.0], _trHM4-7Nd, 6457489]
[paragraph, [81.0, 111.0, 193.0, 18.0], _trHM4-7Nd, 6457489]
[paragraph, [81.0, 129.0, 193.0, 18.0], _trHM4-7Nd, 6457489]
[paragraph, [331.0, 80.0, 188.0, 18.0], ga2cEhJ3Yz, 6457489]
[paragraph, [331.0, 98.0, 188.0, 18.0], ga2cEhJ3Yz, 6457489]
[paragraph, [331.0, 116.0, 188.0, 18.0], ga2cEhJ3Yz, 6457489]
[paragraph, [331.0, 134.0, 188.0, 18.0], ga2cEhJ3Yz, 6457489]
[paragraph, [76.0, 146.0, 202.0, 18.0], njbLubUdfK, 6457489]
[paragraph, [76.0, 164.0, 202.0, 18.0], njbLubUdfK, 6457489]
[paragraph, [76.0, 182.0, 202.0, 18.0], njbLubUdfK, 6457489]
[paragraph, [76.0, 200.0, 202.0, 18.0], njbLubUdfK, 6457489]
[paragraph, [301.0, 152.0, 252.0, 18.0], 0oVwMp_5Mt, 6457489]
[paragraph, [301.0, 170.0, 252.0, 18.0], 0oVwMp_5Mt, 6457489]
[paragraph, [301.0, 188.0, 252.0, 18.0], 0oVwMp_5Mt, 6457489]
[paragraph, [73.0, 216.0, 178.0, 18.0], YJxU445i_J, 6457489]
[paragraph, [73.0, 234.0, 178.0, 18.0], YJxU445i_J, 6457489]
[paragraph, [73.0, 252.0, 178.0, 18.0], YJxU445i_J, 6457489]
[paragraph, [73.0, 270.0, 178.0, 18.0], YJxU445i_J, 6457489]
[paragraph, [301.0, 221.0, 250.0, 18.0], nDeurhVrEm, 6457489]
[paragraph, [301.0, 239.0, 250.0, 18.0], nDeurhVrEm, 6457489]
[paragraph, [327.0, 257.0, 214.0, 18.0], 7mtZ5HS7P7, 6457489]
[paragraph, [327.0, 275.0, 214.0, 18.0], 7mtZ5HS7P7, 6457489]
[paragraph, [327.0, 293.0, 214.0, 18.0], 7mtZ5HS7P7, 6457489]
[paragraph, [327.0, 311.0, 214.0, 18.0], 7mtZ5HS7P7, 6457489]
[paragraph, [46.0, 285.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 303.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 321.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 339.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 357.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 375.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 393.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 411.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 429.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 447.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
