[2200, 1700]
[paragraph, [304.0, 76.0, 1002.0, 36.0], JZceoT87hm, 5731215]
[paragraph, [304.0, 112.0, 1002.0, 36.0], JZceoT87hm, 5731215]
[paragraph, [528.0, 140.0, 757.0, 36.0], BIE_1g9Zjr, 5731215]
[paragraph, [528.0, 176.0, 757.0, 36.0], BIE_1g9Zjr, 5731215]
[paragraph, [528.0, 212.0, 757.0, 36.0], BIE_1g9Zjr, 5731215]
[paragraph, [1068.0, 259.0, 304.0, 36.0], shoonya_1s9YQIPJQ5ROPX, 5731215]
[paragraph, [326.0, 305.0, 1076.0, 36.0], DI4cZiGl57, 5731215]
[paragraph, [326.0, 341.0, 1076.0, 36.0], DI4cZiGl57, 5731215]
[paragraph, [326.0, 377.0, 1076.0, 36.0], DI4cZiGl57, 5731215]
[paragraph, [326.0, 413.0, 1076.0, 36.0], DI4cZiGl57, 5731215]
[paragraph, [326.0, 449.0, 1076.0, 36.0], DI4cZiGl57, 5731215]
[paragraph, [326.0, 490.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 526.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 562.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 598.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 634.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 670.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 706.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 742.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 778.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 814.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 850.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 886.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 922.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 958.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 994.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1030.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1066.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1102.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1138.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1174.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1210.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1246.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1282.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1318.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1354.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1390.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1426.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1462.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1498.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1534.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1570.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1606.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1642.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1678.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1714.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1750.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1786.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1822.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1858.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[paragraph, [326.0, 1894.0, 1108.0, 36.0], shoonya_0sZP67ZGPCY9NN, 5731215]
[folio, [963.0, 2006.0, 367.0, 36.0], 9m9caiZK21, 5731215]
