[3300, 2550]
[paragraph, [274.0, 258.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 310.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 363.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 415.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 468.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 520.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 573.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 625.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 678.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 730.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 783.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 835.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 888.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 940.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 993.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1045.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1098.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1150.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1203.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1255.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1308.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1360.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1413.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1465.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1518.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1570.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1623.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1675.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1728.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1780.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1833.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1885.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1938.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 1990.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 2043.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 2095.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 2148.0, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [274.0, 2200.5, 2020.0, 52.5], Qz4xgbU2ux, 5720712]
[paragraph, [277.0, 2310.0, 874.0, 52.5], 65Jt_d3bFb, 5720712]
[paragraph, [274.0, 2444.0, 909.0, 52.5], cvEtdF6LRP, 5720712]
[paragraph, [277.0, 2575.0, 759.0, 52.5], E2YiKBvhVF, 5720712]
[paragraph, [277.0, 2627.5, 759.0, 52.5], E2YiKBvhVF, 5720712]
[paragraph, [274.0, 2725.0, 1800.0, 52.5], 6W20ygzy-A, 5720712]
