[2200, 1700]
[paragraph, [372.0, 114.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 150.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 186.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 222.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 258.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 294.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 330.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 366.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 402.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 438.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 474.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [372.0, 510.0, 1135.0, 36.0], shoonya_2sM763RFXQNNXU, 5734028]
[paragraph, [374.0, 581.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 617.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 653.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 689.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 725.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 761.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 797.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 833.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 869.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 905.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 941.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [374.0, 977.0, 1132.0, 36.0], shoonya_1sMOOVJJAJNG2K, 5734028]
[paragraph, [372.0, 1045.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1081.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1117.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1153.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1189.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1225.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1261.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1297.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1333.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1369.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1405.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1441.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1477.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1513.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1549.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1585.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1621.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1657.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1693.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1729.0, 1133.0, 36.0], shoonya_0sZFP0EMO5B2W7, 5734028]
[paragraph, [372.0, 1792.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 1828.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 1864.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 1900.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 1936.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 1972.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
[paragraph, [372.0, 2008.0, 1134.0, 36.0], shoonya_3s4J5UYHE16RU6, 5734028]
