[1031, 622]
[section-title, [258.0, 70.0, 111.0, 30.0], shoonya_0s5HD99B4C2DHP, 5709729]
[paragraph, [55.0, 107.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 125.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 143.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 161.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 179.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 197.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 215.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 233.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 251.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 269.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 287.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 305.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 323.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 341.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 359.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 377.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 395.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 413.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 431.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 449.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 467.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 485.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [55.0, 503.0, 513.0, 18.0], shoonya_3sQZ03FKRD8RZL, 5709729]
[paragraph, [54.0, 521.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 539.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 557.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 575.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 593.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 611.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 629.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 647.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 665.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 683.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 701.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 719.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 737.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 755.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 773.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 791.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 809.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 827.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 845.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 863.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 881.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [54.0, 899.0, 504.0, 18.0], shoonya_2sSPNFJG9EPSEM, 5709729]
[paragraph, [81.0, 927.0, 480.0, 18.0], d4X1V41bh_, 5709729]
[paragraph, [81.0, 945.0, 480.0, 18.0], d4X1V41bh_, 5709729]
