[595, 454]
[paragraph, [238.0, 28.0, 193.0, 18.0], jYutbwCRnW, 6459551]
[paragraph, [238.0, 46.0, 193.0, 18.0], jYutbwCRnW, 6459551]
[paragraph, [238.0, 64.0, 193.0, 18.0], jYutbwCRnW, 6459551]
[paragraph, [238.0, 82.0, 193.0, 18.0], jYutbwCRnW, 6459551]
[paragraph, [236.0, 106.0, 192.0, 18.0], 8LOi8T41v6, 6459551]
[paragraph, [236.0, 124.0, 192.0, 18.0], 8LOi8T41v6, 6459551]
[paragraph, [236.0, 162.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 180.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 198.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 216.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 234.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 252.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 270.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 288.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 306.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 324.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 342.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 360.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 378.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 396.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 414.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 432.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 450.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 468.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 486.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 504.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [236.0, 522.0, 191.0, 18.0], TDtaQpB_Pz, 6459551]
[paragraph, [30.0, 281.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 299.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 317.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 335.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 353.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 371.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 389.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 407.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [30.0, 425.0, 202.0, 18.0], shoonya_1sG4WTE8C3GWVJ, 6459551]
[paragraph, [32.0, 453.0, 201.0, 18.0], JwmDhPp_cb, 6459551]
[paragraph, [32.0, 471.0, 201.0, 18.0], JwmDhPp_cb, 6459551]
[paragraph, [32.0, 489.0, 201.0, 18.0], JwmDhPp_cb, 6459551]
[paragraph, [32.0, 507.0, 201.0, 18.0], JwmDhPp_cb, 6459551]
[paragraph, [32.0, 525.0, 201.0, 18.0], JwmDhPp_cb, 6459551]
[folio, [369.0, 550.0, 60.0, 18.0], klEWH0zegD, 6459551]
