[2180, 1470]
[folio, [161.0, 157.0, 165.0, 36.0], F5EqfXdl7t, 5655264]
[paragraph, [166.0, 259.0, 1167.0, 36.0], shoonya_5sKYXWHK5DZRS2, 5655264]
[paragraph, [166.0, 295.0, 1167.0, 36.0], shoonya_5sKYXWHK5DZRS2, 5655264]
[paragraph, [166.0, 331.0, 1167.0, 36.0], shoonya_5sKYXWHK5DZRS2, 5655264]
[paragraph, [242.0, 424.0, 670.0, 36.0], shoonya_8sOH7E52F607WN, 5655264]
[paragraph, [242.0, 460.0, 670.0, 36.0], shoonya_8sOH7E52F607WN, 5655264]
[paragraph, [242.0, 496.0, 670.0, 36.0], shoonya_8sOH7E52F607WN, 5655264]
[paragraph, [157.0, 575.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 611.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 647.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 683.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 719.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 755.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 791.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [157.0, 827.0, 1176.0, 36.0], shoonya_2sBW2A78Q8KLAC, 5655264]
[paragraph, [221.0, 895.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 931.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 967.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1003.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1039.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1075.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1111.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1147.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [221.0, 1183.0, 752.0, 36.0], shoonya_7sD8UA9WNNJ5E3, 5655264]
[paragraph, [175.0, 1269.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1305.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1341.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1377.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1413.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1449.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1485.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [175.0, 1521.0, 1163.0, 36.0], shoonya_3sMOX76UWB981U, 5655264]
[paragraph, [172.0, 1610.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1646.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1682.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1718.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1754.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1790.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1826.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[paragraph, [172.0, 1862.0, 1164.0, 36.0], shoonya_1sZ8MPPNLE6DVF, 5655264]
[reference, [164.0, 1960.0, 666.0, 36.0], shoonya_6sSXN8JE6REOHG, 5655264]
[reference, [164.0, 1996.0, 666.0, 36.0], shoonya_6sSXN8JE6REOHG, 5655264]
[reference, [164.0, 2032.0, 666.0, 36.0], shoonya_6sSXN8JE6REOHG, 5655264]
