[3960, 3060]
[paragraph, [521.0, 350.0, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 402.5, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 455.0, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 507.5, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 560.0, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 612.5, 2187.0, 52.5], shoonya_2sPH13F66AARYF, 5699181]
[paragraph, [521.0, 712.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 764.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 817.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 869.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 922.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 974.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1027.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1079.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1132.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1184.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1237.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1289.5, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [521.0, 1342.0, 2190.0, 52.5], shoonya_1s0QLGAS43R7JS, 5699181]
[paragraph, [517.0, 1438.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1490.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1543.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1595.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1648.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1700.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1753.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1805.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1858.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1910.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 1963.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2015.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2068.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2120.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2173.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2225.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2278.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2330.5, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[paragraph, [517.0, 2383.0, 2200.0, 52.5], shoonya_0sF0O5H1W30UPW, 5699181]
[answer, [520.0, 2872.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 2924.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 2977.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3029.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3082.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3134.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3187.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3239.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3292.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3344.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3397.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3449.5, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
[answer, [520.0, 3502.0, 2205.0, 52.5], shoonya_3sO33ILE5NULUV, 5699181]
