[2428, 1814]
[paragraph, [977.0, 1234.0, 706.0, 36.0], shoonya_8sAEMOSZM1Y4YN, 5694184]
[paragraph, [977.0, 1270.0, 706.0, 36.0], shoonya_8sAEMOSZM1Y4YN, 5694184]
[paragraph, [977.0, 1306.0, 706.0, 36.0], shoonya_8sAEMOSZM1Y4YN, 5694184]
[paragraph, [977.0, 1342.0, 706.0, 36.0], shoonya_8sAEMOSZM1Y4YN, 5694184]
[paragraph, [240.0, 1238.0, 706.0, 36.0], shoonya_5sL3OCJ684OBLD, 5694184]
[paragraph, [240.0, 1274.0, 706.0, 36.0], shoonya_5sL3OCJ684OBLD, 5694184]
[paragraph, [240.0, 1310.0, 706.0, 36.0], shoonya_5sL3OCJ684OBLD, 5694184]
[paragraph, [240.0, 1346.0, 706.0, 36.0], shoonya_5sL3OCJ684OBLD, 5694184]
[paragraph, [240.0, 1382.0, 706.0, 36.0], shoonya_5sL3OCJ684OBLD, 5694184]
[paragraph, [974.0, 1394.0, 709.0, 36.0], shoonya_9sN4WLZI4JEJ2U, 5694184]
[paragraph, [974.0, 1430.0, 709.0, 36.0], shoonya_9sN4WLZI4JEJ2U, 5694184]
[paragraph, [974.0, 1466.0, 709.0, 36.0], shoonya_9sN4WLZI4JEJ2U, 5694184]
[paragraph, [244.0, 1434.0, 705.0, 36.0], shoonya_7s5IXW7C0ZMSJA, 5694184]
[paragraph, [243.0, 1505.0, 707.0, 36.0], shoonya_3sX5HR8YS865XH, 5694184]
[paragraph, [243.0, 1541.0, 707.0, 36.0], shoonya_3sX5HR8YS865XH, 5694184]
[paragraph, [243.0, 1577.0, 707.0, 36.0], shoonya_3sX5HR8YS865XH, 5694184]
[paragraph, [978.0, 1507.0, 704.0, 36.0], shoonya_6sM0J5GUCR6VL7, 5694184]
[paragraph, [978.0, 1543.0, 704.0, 36.0], shoonya_6sM0J5GUCR6VL7, 5694184]
[paragraph, [977.0, 1583.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [977.0, 1619.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [977.0, 1655.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [977.0, 1691.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [977.0, 1727.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [977.0, 1763.0, 708.0, 36.0], shoonya_1sG1GXI5DO8UMR, 5694184]
[paragraph, [243.0, 1623.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1659.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1695.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1731.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1767.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1803.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1839.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1875.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1911.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1947.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 1983.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2019.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2055.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2091.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2127.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2163.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [243.0, 2199.0, 706.0, 36.0], shoonya_0sIK81C5QR1WGH, 5694184]
[paragraph, [1015.0, 1812.0, 227.0, 36.0], shoonya_11sUOPNVUI74L7, 5694184]
[paragraph, [978.0, 1851.0, 702.0, 36.0], shoonya_10s3INARUM6RZY, 5694184]
[paragraph, [978.0, 1887.0, 702.0, 36.0], shoonya_10s3INARUM6RZY, 5694184]
[paragraph, [979.0, 1933.0, 705.0, 36.0], shoonya_12sQH3PPG6G656, 5694184]
[paragraph, [977.0, 2003.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[paragraph, [977.0, 2039.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[paragraph, [977.0, 2075.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[paragraph, [977.0, 2111.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[paragraph, [977.0, 2147.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[paragraph, [977.0, 2183.0, 706.0, 36.0], shoonya_2sE6LPMB45TMO8, 5694184]
[folio, [649.0, 2287.0, 642.0, 36.0], shoonya_13sMHZZ5JMILA4, 5694184]
[folio, [649.0, 2323.0, 642.0, 36.0], shoonya_13sMHZZ5JMILA4, 5694184]
