[3509, 2480]
[paragraph, [327.0, 398.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 450.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 503.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 555.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 608.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 660.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 713.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 765.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 818.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 870.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 923.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 975.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 1028.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 1080.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 1133.0, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [327.0, 1185.5, 1822.0, 52.5], shoonya_0sK3GRFT8PAZGP, 5724308]
[paragraph, [334.0, 1316.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1368.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1421.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1473.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1526.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1578.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1631.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1683.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1736.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1788.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1841.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1893.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1946.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 1998.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2051.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2103.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2156.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2208.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2261.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2313.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2366.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2418.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2471.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2523.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2576.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2628.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2681.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2733.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2786.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2838.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2891.0, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
[paragraph, [334.0, 2943.5, 1820.0, 52.5], Tt4T_OCjYP, 5724308]
