[2339, 1653]
[paragraph, [387.0, 204.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 240.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 276.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 312.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 348.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 384.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 420.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 456.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 492.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 528.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 564.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 600.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 636.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 672.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 708.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 744.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 780.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 816.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 852.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 888.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 924.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 960.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 996.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 1032.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 1068.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 1104.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [387.0, 1140.0, 1072.0, 36.0], shoonya_0sOUOTZLXEK7U3, 5734119]
[paragraph, [493.0, 1190.0, 278.0, 36.0], shoonya_2sSDYNU3SN5TZD, 5734119]
[paragraph, [388.0, 1243.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1279.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1315.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1351.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1387.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1423.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1459.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1495.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1531.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1567.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [388.0, 1603.0, 1074.0, 36.0], shoonya_1sBUMYXE94K8VC, 5734119]
[paragraph, [393.0, 1657.0, 1067.0, 36.0], shoonya_4s5QRCPIFMJ54L, 5734119]
[paragraph, [393.0, 1693.0, 1067.0, 36.0], shoonya_4s5QRCPIFMJ54L, 5734119]
[paragraph, [393.0, 1729.0, 1067.0, 36.0], shoonya_4s5QRCPIFMJ54L, 5734119]
[paragraph, [393.0, 1765.0, 1067.0, 36.0], shoonya_4s5QRCPIFMJ54L, 5734119]
[paragraph, [389.0, 1830.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 1866.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 1902.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 1938.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 1974.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 2010.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[paragraph, [389.0, 2046.0, 1073.0, 36.0], shoonya_3sDAFN4148T4G7, 5734119]
[folio, [1106.0, 2184.0, 277.0, 36.0], shoonya_5sCMNJ6JCJSOKM, 5734119]
