[1787, 1218]
[chapter-title, [261.0, 260.0, 685.0, 58.5], qC5FwlqxPU, 5651972]
[author, [848.0, 357.0, 260.0, 36.0], dmDvUFzs-J, 5651972]
[paragraph, [103.0, 456.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 492.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 528.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 564.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 600.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 636.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [103.0, 672.0, 1007.0, 36.0], shoonya_0s9KK8I6PQT38V, 5651972]
[paragraph, [307.0, 743.0, 437.0, 36.0], 9KDd4kZrEQ, 5651972]
[paragraph, [307.0, 779.0, 437.0, 36.0], 9KDd4kZrEQ, 5651972]
[paragraph, [82.0, 821.0, 1046.0, 36.0], VpyuZTvCgc, 5651972]
[paragraph, [82.0, 857.0, 1046.0, 36.0], VpyuZTvCgc, 5651972]
[paragraph, [82.0, 893.0, 1046.0, 36.0], VpyuZTvCgc, 5651972]
[paragraph, [263.0, 959.0, 707.0, 36.0], rp8YMKLAVl, 5651972]
[paragraph, [263.0, 995.0, 707.0, 36.0], rp8YMKLAVl, 5651972]
[paragraph, [263.0, 1031.0, 707.0, 36.0], rp8YMKLAVl, 5651972]
[paragraph, [263.0, 1067.0, 707.0, 36.0], rp8YMKLAVl, 5651972]
[paragraph, [105.0, 1125.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [105.0, 1161.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [105.0, 1197.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [105.0, 1233.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [105.0, 1269.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [105.0, 1305.0, 1003.0, 36.0], shoonya_1sN5KP5VZWW5I0, 5651972]
[paragraph, [287.0, 1374.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1410.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1446.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1482.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1518.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1554.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
[paragraph, [287.0, 1590.0, 579.0, 36.0], E4bUBDSu6A, 5651972]
