[2339, 1654]
[folio, [108.0, 75.0, 207.0, 36.0], _Zr3y-2983, 5750919]
[paragraph, [105.0, 140.0, 201.0, 36.0], shoonya_2sW7E9SX58ROZQ, 5750919]
[paragraph, [248.0, 209.0, 787.0, 36.0], shoonya_4sVTLO45OW4BO1, 5750919]
[reference, [974.0, 277.0, 433.0, 36.0], dpFKGDbcjW, 5750919]
[reference, [974.0, 313.0, 433.0, 36.0], dpFKGDbcjW, 5750919]
[paragraph, [246.0, 348.0, 1189.0, 36.0], m40PqX0AgG, 5750919]
[paragraph, [246.0, 384.0, 1189.0, 36.0], m40PqX0AgG, 5750919]
[paragraph, [246.0, 420.0, 1189.0, 36.0], m40PqX0AgG, 5750919]
[paragraph, [246.0, 456.0, 1189.0, 36.0], m40PqX0AgG, 5750919]
[paragraph, [246.0, 492.0, 1189.0, 36.0], m40PqX0AgG, 5750919]
[reference, [970.0, 548.0, 428.0, 36.0], shoonya_0s4DZOW4AQ2MW9, 5750919]
[paragraph, [105.0, 610.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 646.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 682.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 718.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 754.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 790.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 826.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 862.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 898.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 934.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 970.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1006.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1042.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1078.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1114.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1150.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1186.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1222.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1258.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1294.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [105.0, 1330.0, 1467.0, 36.0], shoonya_1sDWW96UQAJYED, 5750919]
[paragraph, [255.0, 1397.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1433.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1469.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1505.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1541.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1577.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1613.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1649.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1685.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1721.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1757.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1793.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1829.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[paragraph, [255.0, 1865.0, 1167.0, 36.0], shoonya_6sJDAWSD1FWV1V, 5750919]
[reference, [918.0, 1908.0, 485.0, 36.0], ioVBPPVgjQ, 5750919]
[reference, [918.0, 1944.0, 485.0, 36.0], ioVBPPVgjQ, 5750919]
[paragraph, [93.0, 1981.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2017.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2053.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2089.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2125.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2161.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
[paragraph, [93.0, 2197.0, 1487.0, 36.0], shoonya_3sTBQ0A9I2JIDE, 5750919]
