[1754, 1241]
[section-title, [181.0, 209.0, 884.0, 49.5], R4hDmxMB0m, 5778222]
[section-title, [181.0, 258.5, 884.0, 49.5], R4hDmxMB0m, 5778222]
[sidebar, [7.0, 574.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 646.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 682.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 718.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 754.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 826.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 862.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 898.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 934.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 970.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1006.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1042.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1078.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1114.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1150.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1186.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1222.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[sidebar, [7.0, 1258.0, 81.0, 36.0], Vd2-YLVmxf, 5778222]
[paragraph, [243.0, 514.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 550.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 586.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 622.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 658.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 694.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 730.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 766.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 802.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [243.0, 838.0, 750.0, 36.0], shoonya_0sJ2UZ5LS0WDYP, 5778222]
[paragraph, [236.0, 889.0, 757.0, 36.0], shoonya_1sCAWYTCYKIWIV, 5778222]
[paragraph, [236.0, 925.0, 757.0, 36.0], shoonya_1sCAWYTCYKIWIV, 5778222]
[paragraph, [236.0, 961.0, 757.0, 36.0], shoonya_1sCAWYTCYKIWIV, 5778222]
[ordered-list, [172.0, 1105.0, 755.0, 36.0], shoonya_4sFJ8EY5M7ENAF, 5778222]
[ordered-list, [172.0, 1141.0, 755.0, 36.0], shoonya_4sFJ8EY5M7ENAF, 5778222]
[ordered-list, [172.0, 1177.0, 755.0, 36.0], shoonya_4sFJ8EY5M7ENAF, 5778222]
[ordered-list, [172.0, 1213.0, 755.0, 36.0], shoonya_4sFJ8EY5M7ENAF, 5778222]
[footnote, [175.0, 1285.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1321.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1357.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1393.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1429.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1465.0, 891.0, 36.0], 16gD-462Om, 5778222]
[footnote, [175.0, 1501.0, 891.0, 36.0], 16gD-462Om, 5778222]
