[1763, 1275]
[paragraph, [19.0, 7.0, 454.0, 36.0], shoonya_1sF4XW9U20H7I4, 5712988]
[paragraph, [19.0, 43.0, 454.0, 36.0], shoonya_1sF4XW9U20H7I4, 5712988]
[paragraph, [19.0, 79.0, 454.0, 36.0], shoonya_1sF4XW9U20H7I4, 5712988]
[paragraph, [829.0, 25.0, 409.0, 36.0], shoonya_6sQBV2TT5WDRX5, 5712988]
[paragraph, [829.0, 61.0, 409.0, 36.0], shoonya_6sQBV2TT5WDRX5, 5712988]
[paragraph, [829.0, 97.0, 409.0, 36.0], shoonya_6sQBV2TT5WDRX5, 5712988]
[paragraph, [829.0, 133.0, 409.0, 36.0], shoonya_6sQBV2TT5WDRX5, 5712988]
[paragraph, [17.0, 124.0, 451.0, 36.0], shoonya_2sZPY50B1AN8T1, 5712988]
[paragraph, [17.0, 160.0, 451.0, 36.0], shoonya_2sZPY50B1AN8T1, 5712988]
[paragraph, [831.0, 235.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 271.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 307.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 343.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 379.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 415.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 451.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 487.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 523.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 559.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [831.0, 595.0, 413.0, 36.0], shoonya_9s5N89PRH7P5TC, 5712988]
[paragraph, [15.0, 274.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 310.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 346.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 382.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 418.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 454.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 490.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 526.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 562.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [15.0, 598.0, 457.0, 36.0], shoonya_3s4SVE6J05GRGV, 5712988]
[paragraph, [633.0, 639.0, 609.0, 36.0], shoonya_10sBQT5C8GTTZP, 5712988]
[paragraph, [633.0, 675.0, 609.0, 36.0], shoonya_10sBQT5C8GTTZP, 5712988]
[paragraph, [633.0, 711.0, 609.0, 36.0], shoonya_10sBQT5C8GTTZP, 5712988]
[paragraph, [633.0, 747.0, 609.0, 36.0], shoonya_10sBQT5C8GTTZP, 5712988]
[paragraph, [13.0, 641.0, 617.0, 36.0], shoonya_4s9XQNAQL4BOP9, 5712988]
[paragraph, [13.0, 677.0, 617.0, 36.0], shoonya_4s9XQNAQL4BOP9, 5712988]
[paragraph, [13.0, 713.0, 617.0, 36.0], shoonya_4s9XQNAQL4BOP9, 5712988]
[paragraph, [13.0, 749.0, 617.0, 36.0], shoonya_4s9XQNAQL4BOP9, 5712988]
[paragraph, [13.0, 785.0, 617.0, 36.0], shoonya_4s9XQNAQL4BOP9, 5712988]
[sidebar, [0.0, 851.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 887.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 923.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 959.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 995.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1031.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1067.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1103.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1139.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1175.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[sidebar, [0.0, 1211.0, 624.0, 36.0], shoonya_8sC3OLVP8J6GG6, 5712988]
[paragraph, [632.0, 868.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 904.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 940.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 976.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 1012.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 1048.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [632.0, 1084.0, 605.0, 36.0], shoonya_13s1WRIA1C6IXD, 5712988]
[paragraph, [636.0, 1138.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [636.0, 1174.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [636.0, 1210.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [636.0, 1246.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [636.0, 1282.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [636.0, 1318.0, 603.0, 36.0], shoonya_18s95JIDQYDQNC, 5712988]
[paragraph, [0.0, 1356.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1392.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1428.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1464.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1500.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1536.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [0.0, 1572.0, 637.0, 36.0], shoonya_5s5RCDCN6CEAJ1, 5712988]
[paragraph, [636.0, 1413.0, 589.0, 36.0], shoonya_16s541P95Z4GSC, 5712988]
[paragraph, [636.0, 1449.0, 589.0, 36.0], shoonya_16s541P95Z4GSC, 5712988]
[paragraph, [639.0, 1484.0, 584.0, 36.0], shoonya_15s1O1SN9LKEF5, 5712988]
[author, [939.0, 1552.0, 297.0, 36.0], cXwJnmQLqo, 5712988]
[author, [939.0, 1588.0, 297.0, 36.0], cXwJnmQLqo, 5712988]
[folio, [862.0, 1641.0, 294.0, 36.0], e5xRCP_Rno, 5712988]
