[1388, 1004]
[folio, [697.0, 107.0, 225.0, 18.0], m_4AWwjg3y, 6477510]
[unordered-list, [125.0, 197.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 215.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 233.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 251.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 269.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 287.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 305.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 323.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 341.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 359.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 377.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 395.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 413.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 431.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 449.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 467.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 485.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 503.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 521.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 539.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 557.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 575.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 593.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 611.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 629.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 647.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 665.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 683.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 701.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 719.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 737.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 755.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 773.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 791.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 809.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 827.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 845.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 863.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[unordered-list, [125.0, 881.0, 779.0, 18.0], shoonya_2s9IVYVXOH8Z92, 6477510]
[section-title, [109.0, 983.0, 427.0, 30.0], shoonya_0sD3SU2JHARSBT, 6477510]
[paragraph, [109.0, 1029.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1047.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1065.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1083.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1101.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1119.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1137.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1155.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1173.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1191.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1209.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
[paragraph, [109.0, 1227.0, 651.0, 18.0], ae1u3MYOG8, 6477510]
