[851, 1786]
[section-title, [1201.0, 69.0, 517.0, 30.0], GpydxUiGTE, 5656304]
[section-title, [1201.0, 99.0, 517.0, 30.0], GpydxUiGTE, 5656304]
[section-title, [93.0, 71.0, 445.0, 30.0], MqG1QJevo7, 5656304]
[paragraph, [49.0, 115.0, 403.0, 18.0], o34KEsF4Qy, 5656304]
[unordered-list, [28.0, 142.0, 535.0, 18.0], Atrcnc315B, 5656304]
[unordered-list, [36.0, 173.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 191.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 209.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 227.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 245.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 263.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 281.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 299.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 317.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 335.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 353.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 371.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 389.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 407.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 425.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [36.0, 443.0, 276.0, 18.0], shoonya_9sKDS8E8NKRRSR, 5656304]
[unordered-list, [53.0, 511.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 529.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 547.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 565.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 583.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 601.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 619.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 637.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 655.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 673.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 691.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 709.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 727.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[unordered-list, [53.0, 745.0, 246.0, 18.0], shoonya_7s6KZ9JFM76VBF, 5656304]
[contact-info, [1244.0, 561.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 579.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 597.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 615.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 633.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 651.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 669.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[contact-info, [1244.0, 687.0, 463.0, 18.0], oxV2T2xCKK, 5656304]
[figure-caption, [313.0, 694.0, 175.0, 18.0], 8zbtdlr4eF, 5656304]
[figure-caption, [313.0, 712.0, 175.0, 18.0], 8zbtdlr4eF, 5656304]
[figure-caption, [313.0, 730.0, 175.0, 18.0], 8zbtdlr4eF, 5656304]
