[2200, 1700]
[paragraph, [342.0, 57.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 93.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 129.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 165.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 201.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 237.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 273.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [342.0, 309.0, 1113.0, 36.0], shoonya_0sQK1S71ZG8W3K, 5730790]
[paragraph, [343.0, 350.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 386.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 422.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 458.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 494.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 530.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 566.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 602.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 638.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 674.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 710.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 746.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 782.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[paragraph, [343.0, 818.0, 1103.0, 36.0], KCa_R8U6Vc, 5730790]
[section-title, [352.0, 893.0, 770.0, 52.5], shoonya_2s445IKOBOVQSY, 5730790]
[paragraph, [319.0, 971.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1007.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1043.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1079.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1115.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1151.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1187.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1223.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1259.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1295.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1331.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1367.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1403.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1439.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1475.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1511.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1547.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1583.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1619.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1655.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1691.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1727.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1763.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1799.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1835.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1871.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[paragraph, [319.0, 1907.0, 1121.0, 36.0], shoonya_1sW9MMVFI53NWI, 5730790]
[folio, [437.0, 2013.0, 373.0, 36.0], IFeDjs4nIb, 5730790]
