[975, 575]
[chapter-title, [62.0, 61.0, 417.0, 30.0], 4XOA0KjFNS, 5776794]
[paragraph, [17.0, 94.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 112.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 130.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 148.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 166.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 184.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 202.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 220.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 238.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 256.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 274.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 292.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 310.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 328.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 346.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 364.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 382.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 400.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 418.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 436.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 454.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 472.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 490.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 508.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 526.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 544.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 562.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 580.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 598.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 616.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 634.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 652.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 670.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 688.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 706.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 724.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 742.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 760.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 778.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 796.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 814.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 832.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 850.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 868.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 886.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 904.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
[paragraph, [17.0, 922.0, 530.0, 18.0], shoonya_0sFFRM8VHH4IYO, 5776794]
