[2339, 1653]
[paragraph, [323.0, 162.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 198.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 234.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 270.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 306.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 342.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 378.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 414.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [323.0, 450.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [326.0, 499.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 535.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 571.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 607.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 643.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 679.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 715.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 751.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 787.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 823.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 859.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 895.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 931.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 967.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [326.0, 1003.0, 1136.0, 36.0], shoonya_0sDXL8XRGIZ05S, 5734190]
[paragraph, [327.0, 1054.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [327.0, 1090.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [327.0, 1126.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [327.0, 1162.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [327.0, 1198.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [327.0, 1234.0, 1132.0, 36.0], shoonya_3sUOJWVD3TPWYA, 5734190]
[paragraph, [326.0, 1278.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1314.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1350.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1386.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1422.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1458.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [326.0, 1494.0, 1138.0, 36.0], shoonya_4sFWR14ADY3CF4, 5734190]
[paragraph, [325.0, 1553.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1589.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1625.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1661.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1697.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1733.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
