[1725, 1313]
[paragraph, [653.0, 135.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 171.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 207.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 243.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 279.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 315.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 351.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 387.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 423.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 459.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 495.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 531.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 567.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 603.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 639.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 675.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [653.0, 711.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [110.0, 141.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 177.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 213.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 249.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 285.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 321.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 357.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 393.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 429.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [110.0, 465.0, 540.0, 36.0], j3QJ5bp_7D, 5771930]
[paragraph, [114.0, 589.0, 540.0, 36.0], 1RhhmC82gW, 5771930]
[paragraph, [114.0, 625.0, 540.0, 36.0], 1RhhmC82gW, 5771930]
[paragraph, [114.0, 661.0, 540.0, 36.0], 1RhhmC82gW, 5771930]
[ordered-list, [114.0, 689.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 725.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 761.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 797.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 833.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 869.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[ordered-list, [114.0, 905.0, 540.0, 36.0], d7mtVg2Y2U, 5771930]
[paragraph, [655.0, 738.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[paragraph, [655.0, 774.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[paragraph, [655.0, 810.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[paragraph, [655.0, 846.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[paragraph, [655.0, 882.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[paragraph, [655.0, 918.0, 539.0, 36.0], w8_DMExtYr, 5771930]
[folio, [568.0, 1575.0, 161.0, 36.0], JI2XKyc6Sm, 5771930]
[paragraph, [12167.0, 14297.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14333.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14369.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14405.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14441.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14477.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14513.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14549.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14585.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14621.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14657.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14693.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14729.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14765.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14801.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14837.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14873.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14909.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14945.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 14981.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15017.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15053.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15089.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15125.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15161.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15197.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15233.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15269.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15305.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15341.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15377.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15413.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15449.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15485.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15521.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15557.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15593.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15629.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15665.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15701.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15737.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15773.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15809.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15845.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15881.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15917.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15953.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 15989.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16025.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16061.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16097.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16133.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16169.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16205.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16241.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16277.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16313.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16349.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16385.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16421.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16457.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16493.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16529.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16565.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16601.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16637.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16673.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16709.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16745.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16781.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16817.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16853.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16889.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16925.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16961.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 16997.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17033.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17069.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17105.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17141.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17177.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17213.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17249.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17285.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17321.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
