[1074, 720]
[paragraph, [67.0, 111.0, 577.0, 18.0], shoonya_6sDZHLREEI0CV9, 5711378]
[paragraph, [67.0, 129.0, 577.0, 18.0], shoonya_6sDZHLREEI0CV9, 5711378]
[paragraph, [67.0, 147.0, 577.0, 18.0], shoonya_6sDZHLREEI0CV9, 5711378]
[chapter-title, [309.0, 205.0, 98.0, 30.0], shoonya_4sVEKHEGRPKMC0, 5711378]
[section-title, [235.0, 255.0, 245.0, 30.0], shoonya_2sYRQX07L2Q8YW, 5711378]
[paragraph, [68.0, 291.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 309.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 327.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 345.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 363.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 381.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 399.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 417.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 435.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 453.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 471.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 489.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 507.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 525.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 543.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 561.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 579.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 597.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [68.0, 615.0, 587.0, 18.0], shoonya_3sEM4MM1ENX8VD, 5711378]
[paragraph, [70.0, 639.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 657.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 675.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 693.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 711.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 729.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 747.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 765.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 783.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 801.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 819.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 837.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 855.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 873.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 891.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 909.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 927.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
[paragraph, [70.0, 945.0, 581.0, 18.0], shoonya_0sNUJNXX4Z8L41, 5711378]
