[1868, 1213]
[chapter-title, [136.0, 142.0, 460.0, 58.5], shoonya_0s93DFJS79WR9E, 5691955]
[author, [753.0, 157.0, 332.0, 36.0], ij-yRtIe0N, 5691955]
[paragraph, [192.0, 357.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 393.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 429.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 465.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 501.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 537.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 573.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 609.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 645.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 681.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 717.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 753.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 789.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 825.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 861.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 897.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 933.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [192.0, 969.0, 767.0, 36.0], AEDoUTUMis, 5691955]
[paragraph, [191.0, 1117.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1153.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1189.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1225.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1261.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1297.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1333.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
[paragraph, [191.0, 1369.0, 752.0, 36.0], KOKDG38Lnf, 5691955]
