[780, 539]
[section-title, [216.0, 61.0, 91.0, 30.0], shoonya_3sTXTVH2G85T2G, 5767146]
[ordered-list, [33.0, 101.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 119.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 137.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 155.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 173.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 191.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 209.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 227.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 245.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 263.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 281.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 299.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 317.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 335.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 353.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 371.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 389.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 407.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 425.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 443.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 461.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 479.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 497.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 515.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 533.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 551.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 569.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 587.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 605.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 623.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 641.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[ordered-list, [33.0, 659.0, 463.0, 18.0], shoonya_2sSND0Q6Z9BP7B, 5767146]
[folio, [163.0, 723.0, 191.0, 18.0], gf7V_v5dxK, 5767146]
