[1823, 1375]
[folio, [433.0, 109.0, 497.0, 36.0], shoonya_5sY2ZQFHJACATK, 5683920]
[paragraph, [111.0, 188.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 224.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 260.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 296.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 332.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 368.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 404.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [111.0, 440.0, 568.0, 36.0], shoonya_6sWO0F886X73Z1, 5683920]
[paragraph, [697.0, 189.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 225.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 261.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 297.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 333.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 369.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 405.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 441.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [697.0, 477.0, 571.0, 36.0], shoonya_3s04VB6PT52MT9, 5683920]
[paragraph, [109.0, 499.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 535.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 571.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 607.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 643.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 679.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 715.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 751.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 787.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 823.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 859.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 895.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 931.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 967.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1003.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1039.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1075.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1111.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1147.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1183.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1219.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1255.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1291.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1327.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1363.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1399.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1435.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [109.0, 1471.0, 571.0, 36.0], shoonya_2sKF1OFT2MH19M, 5683920]
[paragraph, [733.0, 542.0, 499.0, 36.0], shoonya_0sQG01FIDD8J1J, 5683920]
[paragraph, [733.0, 578.0, 499.0, 36.0], shoonya_0sQG01FIDD8J1J, 5683920]
[paragraph, [699.0, 631.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 667.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 703.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 739.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 775.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 811.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 847.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 883.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 919.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [699.0, 955.0, 568.0, 36.0], shoonya_1sS0MMU88MZUIZ, 5683920]
[paragraph, [691.0, 1022.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1058.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1094.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1130.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1166.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1202.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1238.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1274.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [691.0, 1310.0, 576.0, 36.0], shoonya_4sLTTP78GYHWIT, 5683920]
[paragraph, [689.0, 1368.0, 578.0, 36.0], WDKkNySH4w, 5683920]
[paragraph, [689.0, 1404.0, 578.0, 36.0], WDKkNySH4w, 5683920]
