[792, 612]
[headline, [53.0, 271.0, 216.0, 25.5], shoonya_7s3BV1P9BWEIQV, 6516185]
[headline, [53.0, 296.5, 216.0, 25.5], shoonya_7s3BV1P9BWEIQV, 6516185]
[headline, [53.0, 322.0, 216.0, 25.5], shoonya_7s3BV1P9BWEIQV, 6516185]
[headline, [53.0, 347.5, 216.0, 25.5], shoonya_7s3BV1P9BWEIQV, 6516185]
[author, [55.0, 398.0, 71.0, 18.0], shoonya_9sTMX14W8MHMY0, 6516185]
[paragraph, [224.0, 444.0, 162.0, 18.0], shoonya_6sR2FRVHKOJ9A9, 6516185]
[paragraph, [224.0, 462.0, 162.0, 18.0], shoonya_6sR2FRVHKOJ9A9, 6516185]
[paragraph, [224.0, 480.0, 162.0, 18.0], shoonya_6sR2FRVHKOJ9A9, 6516185]
[paragraph, [224.0, 498.0, 162.0, 18.0], shoonya_6sR2FRVHKOJ9A9, 6516185]
[paragraph, [224.0, 516.0, 162.0, 18.0], shoonya_6sR2FRVHKOJ9A9, 6516185]
[paragraph, [393.0, 444.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 462.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 480.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 498.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 516.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 534.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 552.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [393.0, 570.0, 161.0, 18.0], shoonya_3sF7ZT1G157692, 6516185]
[paragraph, [56.0, 445.0, 162.0, 18.0], shoonya_1s7LB2TKT2CLKF, 6516185]
[paragraph, [56.0, 463.0, 162.0, 18.0], shoonya_1s7LB2TKT2CLKF, 6516185]
[paragraph, [56.0, 481.0, 162.0, 18.0], shoonya_1s7LB2TKT2CLKF, 6516185]
[paragraph, [56.0, 499.0, 162.0, 18.0], shoonya_1s7LB2TKT2CLKF, 6516185]
[paragraph, [57.0, 530.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 548.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 566.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 584.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 602.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 620.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 638.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [57.0, 656.0, 162.0, 18.0], shoonya_0sNIBNWQSGSSJK, 6516185]
[paragraph, [224.0, 543.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 561.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 579.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 597.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 615.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 633.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [224.0, 651.0, 163.0, 18.0], shoonya_5sKUAPKYTTE7I8, 6516185]
[paragraph, [392.0, 589.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 607.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 625.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 643.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 661.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 679.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 697.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [392.0, 715.0, 163.0, 18.0], XBMakLcAIQ, 6516185]
[paragraph, [224.0, 674.0, 163.0, 18.0], shoonya_4sSFL64C7LZU0K, 6516185]
[paragraph, [224.0, 692.0, 163.0, 18.0], shoonya_4sSFL64C7LZU0K, 6516185]
[paragraph, [224.0, 710.0, 163.0, 18.0], shoonya_4sSFL64C7LZU0K, 6516185]
[paragraph, [224.0, 728.0, 163.0, 18.0], shoonya_4sSFL64C7LZU0K, 6516185]
[paragraph, [56.0, 685.0, 163.0, 18.0], shoonya_2sLR10ES5X0LL7, 6516185]
[paragraph, [56.0, 703.0, 163.0, 18.0], shoonya_2sLR10ES5X0LL7, 6516185]
[paragraph, [56.0, 721.0, 163.0, 18.0], shoonya_2sLR10ES5X0LL7, 6516185]
