[1625, 1211]
[paragraph, [794.0, 92.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 128.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 164.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 200.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 236.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 272.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 308.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 344.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 380.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 416.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 452.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 488.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 524.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 560.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 596.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 632.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 668.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 704.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 740.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 776.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 812.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 848.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 884.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 920.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 956.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 992.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1028.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1064.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1100.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1136.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1172.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1208.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1244.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1280.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1316.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1352.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1388.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[paragraph, [794.0, 1424.0, 340.0, 36.0], gr-Vsv00Ez, 5742761]
[section-title, [204.0, 187.0, 411.0, 49.5], shoonya_0s9T3EOPVRUZ1O, 5742761]
[author, [229.0, 252.0, 371.0, 36.0], shoonya_2sJOK9KKWBHF58, 5742761]
[paragraph, [74.0, 307.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 343.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 379.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 415.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 451.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 487.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 523.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 559.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 595.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 631.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 667.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 703.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 739.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 775.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 811.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 847.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 883.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 919.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 955.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 991.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 1027.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 1063.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 1099.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [74.0, 1135.0, 343.0, 36.0], 9n1BUb_laX, 5742761]
[paragraph, [435.0, 311.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 347.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 383.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 419.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 455.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 491.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 527.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 563.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 599.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 635.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 671.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 707.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 743.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 779.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 815.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 851.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 887.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 923.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 959.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 995.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1031.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1067.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1103.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1139.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1175.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1211.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [435.0, 1247.0, 337.0, 36.0], TxDRJ4agBW, 5742761]
[paragraph, [78.0, 1191.0, 334.0, 36.0], kExSsSbEg4, 5742761]
[paragraph, [78.0, 1227.0, 334.0, 36.0], kExSsSbEg4, 5742761]
[paragraph, [78.0, 1263.0, 334.0, 36.0], kExSsSbEg4, 5742761]
[paragraph, [78.0, 1299.0, 334.0, 36.0], kExSsSbEg4, 5742761]
[paragraph, [78.0, 1335.0, 334.0, 36.0], kExSsSbEg4, 5742761]
