[3509, 2480]
[paragraph, [312.0, 354.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 406.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 459.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 511.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 564.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 616.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 669.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 721.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 774.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 826.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 879.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 931.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 984.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1036.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1089.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1141.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1194.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1246.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1299.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1351.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1404.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1456.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1509.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1561.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1614.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1666.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1719.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1771.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1824.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1876.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1929.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 1981.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
