[2481, 1654]
[folio, [1185.0, 99.0, 132.0, 36.0], dvRhJUyapi, 5721609]
[paragraph, [145.0, 210.0, 1333.0, 36.0], shoonya_0sBGOJSLWE75L4, 5721609]
[paragraph, [145.0, 246.0, 1333.0, 36.0], shoonya_0sBGOJSLWE75L4, 5721609]
[paragraph, [145.0, 282.0, 1333.0, 36.0], shoonya_0sBGOJSLWE75L4, 5721609]
[paragraph, [192.0, 324.0, 1253.0, 36.0], V6HLcd-fZ2, 5721609]
[paragraph, [208.0, 377.0, 648.0, 36.0], s5rsbhsLvA, 5721609]
[paragraph, [138.0, 427.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 463.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 499.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 535.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 571.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 607.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 643.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 679.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 715.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 751.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 787.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 823.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 859.0, 1327.0, 36.0], nE6if07CWs, 5721609]
[paragraph, [138.0, 895.0, 1319.0, 36.0], NB88vbC54-, 5721609]
[paragraph, [138.0, 931.0, 1319.0, 36.0], NB88vbC54-, 5721609]
[paragraph, [136.0, 1001.0, 1325.0, 36.0], dcIMyxZKPI, 5721609]
[paragraph, [136.0, 1037.0, 1325.0, 36.0], dcIMyxZKPI, 5721609]
[paragraph, [136.0, 1073.0, 1325.0, 36.0], dcIMyxZKPI, 5721609]
[paragraph, [136.0, 1109.0, 1325.0, 36.0], dcIMyxZKPI, 5721609]
[paragraph, [214.0, 1155.0, 997.0, 36.0], A-YkxSAIXv, 5721609]
[paragraph, [134.0, 1209.0, 1323.0, 36.0], zdy5Oxbq17, 5721609]
[paragraph, [134.0, 1245.0, 1323.0, 36.0], zdy5Oxbq17, 5721609]
[paragraph, [128.0, 1312.0, 1325.0, 36.0], 87p-Viu11A, 5721609]
[paragraph, [128.0, 1348.0, 1325.0, 36.0], 87p-Viu11A, 5721609]
[paragraph, [128.0, 1384.0, 1325.0, 36.0], 87p-Viu11A, 5721609]
[paragraph, [128.0, 1420.0, 1325.0, 36.0], 87p-Viu11A, 5721609]
[paragraph, [214.0, 1467.0, 607.0, 36.0], 2oqBPSeIyA, 5721609]
[paragraph, [206.0, 1521.0, 1022.0, 36.0], mGo-d3SEYt, 5721609]
[paragraph, [214.0, 1574.0, 299.0, 36.0], p8e6P5GnCH, 5721609]
[paragraph, [200.0, 1624.0, 1232.0, 36.0], cDyiYRpUR3, 5721609]
[paragraph, [214.0, 1680.0, 873.0, 36.0], 4LBdH8mj8H, 5721609]
[paragraph, [154.0, 1725.0, 1288.0, 36.0], s5pee_OKVD, 5721609]
[paragraph, [154.0, 1761.0, 1288.0, 36.0], s5pee_OKVD, 5721609]
[paragraph, [214.0, 1830.0, 772.0, 36.0], NoxswpJJBO, 5721609]
[paragraph, [220.0, 1884.0, 1220.0, 36.0], 7RAnwCTrT7, 5721609]
[paragraph, [154.0, 1938.0, 1288.0, 36.0], g9DI9CJH3g, 5721609]
[paragraph, [154.0, 1974.0, 1288.0, 36.0], g9DI9CJH3g, 5721609]
[paragraph, [154.0, 2010.0, 1288.0, 36.0], g9DI9CJH3g, 5721609]
[paragraph, [154.0, 2046.0, 1288.0, 36.0], g9DI9CJH3g, 5721609]
