[3300, 2550]
[paragraph, [277.0, 277.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 329.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 382.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 434.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 487.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 539.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 592.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 644.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 697.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 749.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 802.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 854.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 907.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 959.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 1012.0, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [277.0, 1064.5, 1992.0, 52.5], zP3Qt7iHw5, 5720685]
[paragraph, [270.0, 1179.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1231.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1284.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1336.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1389.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1441.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1494.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1546.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1599.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1651.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1704.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1756.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1809.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1861.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1914.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 1966.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2019.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2071.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2124.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2176.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2229.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2281.5, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [270.0, 2334.0, 2014.0, 52.5], 6SP2yas-IH, 5720685]
[paragraph, [280.0, 2451.0, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2503.5, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2556.0, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2608.5, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2661.0, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2713.5, 2020.0, 52.5], ueZQRU5-_D, 5720685]
[paragraph, [280.0, 2766.0, 2020.0, 52.5], ueZQRU5-_D, 5720685]
