[2067, 1567]
[folio, [1106.0, 186.0, 267.0, 36.0], ZWSfADsF9b, 5735973]
[folio, [197.0, 195.0, 124.0, 36.0], 1MG6RMOmQF, 5735973]
[paragraph, [452.0, 250.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 286.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 322.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 358.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 394.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 430.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 466.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 502.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [452.0, 538.0, 318.0, 36.0], shoonya_9sLGT5JJIOJJ8Y, 5735973]
[paragraph, [791.0, 254.0, 581.0, 36.0], shoonya_0s3KITC9Q8RQH7, 5735973]
[paragraph, [791.0, 290.0, 581.0, 36.0], shoonya_0s3KITC9Q8RQH7, 5735973]
[paragraph, [790.0, 335.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 371.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 407.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 443.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 479.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 515.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 551.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 587.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 623.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 659.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 695.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 731.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 767.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 803.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 839.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 875.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 911.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 947.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 983.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [790.0, 1019.0, 582.0, 36.0], b4-qAePkMN, 5735973]
[paragraph, [192.0, 607.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 643.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 679.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 715.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 751.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 787.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 823.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 859.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 895.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 931.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 967.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[paragraph, [192.0, 1003.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
