[1387, 987]
[paragraph, [91.0, 101.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 119.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 137.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 155.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 173.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 191.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 209.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 227.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 245.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 263.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 281.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 299.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 317.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 335.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 353.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [91.0, 371.0, 792.0, 18.0], ACcuL_W1Sz, 5652273]
[paragraph, [87.0, 398.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 416.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 434.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 452.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 470.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 488.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 506.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 524.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 542.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 560.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 578.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 596.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 614.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 632.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 650.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 668.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 686.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 704.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 722.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 740.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 758.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 776.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 794.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 812.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 830.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 848.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 866.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 884.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [87.0, 902.0, 798.0, 18.0], shoonya_0sYNREWQBQMWFX, 5652273]
[paragraph, [93.0, 935.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 953.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 971.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 989.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1007.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1025.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1043.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1061.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1079.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1097.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1115.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1133.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1151.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1169.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1187.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
[paragraph, [93.0, 1205.0, 780.0, 18.0], 32I9GAO6DY, 5652273]
