[2339, 1654]
[folio, [1312.0, 49.0, 234.0, 36.0], U_KzARwrEf, 5750612]
[paragraph, [128.0, 103.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 139.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 175.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 211.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 247.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 283.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 319.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 355.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 391.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 427.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 463.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 499.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 535.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 571.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 607.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 643.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 679.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 715.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 751.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 787.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 823.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 859.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 895.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 931.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 967.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1003.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1039.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1075.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1111.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1147.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1183.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1219.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1255.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1291.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1327.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1363.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1399.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1435.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1471.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1507.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1543.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1579.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1615.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1651.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1687.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1723.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1759.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1795.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1831.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1867.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1903.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1939.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 1975.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2011.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2047.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2083.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2119.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2155.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
[paragraph, [128.0, 2191.0, 1457.0, 36.0], A9yMfqkryn, 5750612]
