[1437, 878]
[folio, [350.0, 68.0, 168.0, 18.0], 9uvFwmUPz0, 5770152]
[folio, [350.0, 86.0, 168.0, 18.0], 9uvFwmUPz0, 5770152]
[paragraph, [440.0, 140.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 158.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 176.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 194.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 212.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 230.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 248.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 266.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 284.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 302.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 320.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 338.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 356.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 374.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 392.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 410.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [440.0, 428.0, 364.0, 18.0], PmDMyc9UMg, 5770152]
[paragraph, [82.0, 142.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 160.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 178.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 196.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 214.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 232.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 250.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 268.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 286.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 304.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 322.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 340.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 358.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 376.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 394.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [82.0, 412.0, 352.0, 18.0], shoonya_0sFC9Z33M4TWB6, 5770152]
[paragraph, [73.0, 447.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 465.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 483.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 501.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 519.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 537.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 555.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 573.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 591.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 609.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 627.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 645.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 663.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 681.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 699.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
