[1074, 720]
[paragraph, [69.0, 114.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 132.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 150.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 168.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 186.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 204.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 222.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 240.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 258.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 276.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 294.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 312.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 330.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 348.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 366.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 384.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 402.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 420.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 438.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 456.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 474.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 492.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 510.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 528.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 546.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 564.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 582.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 600.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 618.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 636.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 654.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 672.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 690.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 708.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 726.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 744.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 762.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 780.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 798.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 816.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 834.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 852.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 870.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 888.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 906.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 924.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 942.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 960.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
[paragraph, [69.0, 978.0, 580.0, 18.0], shoonya_0sB44I36LUSR7N, 5710751]
