[1723, 1092]
[section-title, [429.0, 135.0, 224.0, 49.5], 2rP4GxIVmy, 5680706]
[paragraph, [107.0, 255.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 291.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 327.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 363.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 399.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 435.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 471.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 507.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 543.0, 880.0, 36.0], shoonya_1sEO2R1BAGWZNJ, 5680706]
[paragraph, [107.0, 607.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 643.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 679.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 715.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 751.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 787.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 823.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 859.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 895.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 931.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 967.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1003.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1039.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1075.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1111.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1147.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1183.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1219.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1255.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1291.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1327.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1363.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1399.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1435.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1471.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[paragraph, [107.0, 1507.0, 877.0, 36.0], shoonya_0sMHORWR5KF0I0, 5680706]
[folio, [490.0, 1583.0, 139.0, 36.0], GQ4-5guRBr, 5680706]
