[2428, 1814]
[paragraph, [225.0, 162.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 198.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 234.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 270.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 306.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 342.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 378.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 414.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 450.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 486.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 522.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 558.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 594.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 630.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [225.0, 666.0, 719.0, 36.0], shoonya_1sSGLKBKD3DQCW, 5694331]
[paragraph, [969.0, 163.0, 717.0, 36.0], shoonya_11sFEV2YB7X778, 5694331]
[paragraph, [969.0, 199.0, 717.0, 36.0], shoonya_11sFEV2YB7X778, 5694331]
[paragraph, [970.0, 240.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 276.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 312.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 348.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 384.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 420.0, 717.0, 36.0], shoonya_3sBT18DAP43T5F, 5694331]
[paragraph, [970.0, 466.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 502.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 538.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 574.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 610.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 646.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 682.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 718.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 754.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 790.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 826.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 862.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 898.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 934.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [970.0, 970.0, 714.0, 36.0], shoonya_13sBNZFVLAGG1H, 5694331]
[paragraph, [228.0, 739.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 775.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 811.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 847.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 883.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 919.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 955.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 991.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 1027.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 1063.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [228.0, 1099.0, 714.0, 36.0], shoonya_0sDWISQSL7DLF8, 5694331]
[paragraph, [971.0, 1006.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1042.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1078.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1114.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1150.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1186.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1222.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1258.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1294.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [971.0, 1330.0, 712.0, 36.0], shoonya_6sXSK4QNB78XOS, 5694331]
[paragraph, [226.0, 1162.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [226.0, 1198.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [226.0, 1234.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [226.0, 1270.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [226.0, 1306.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [226.0, 1342.0, 718.0, 36.0], shoonya_4sT58I6D4VASGP, 5694331]
[paragraph, [972.0, 1388.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1424.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1460.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1496.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1532.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1568.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1604.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [972.0, 1640.0, 715.0, 36.0], shoonya_2sZV3EEPUT7JME, 5694331]
[paragraph, [225.0, 1391.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1427.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1463.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1499.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1535.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1571.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1607.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1643.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1679.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [225.0, 1715.0, 718.0, 36.0], shoonya_5sF7YHPG5LG3IK, 5694331]
[paragraph, [968.0, 1700.0, 717.0, 36.0], shoonya_7sAO3VPEVYGGEJ, 5694331]
[paragraph, [968.0, 1736.0, 717.0, 36.0], shoonya_7sAO3VPEVYGGEJ, 5694331]
[paragraph, [968.0, 1772.0, 717.0, 36.0], shoonya_7sAO3VPEVYGGEJ, 5694331]
[paragraph, [968.0, 1808.0, 717.0, 36.0], shoonya_7sAO3VPEVYGGEJ, 5694331]
[paragraph, [226.0, 1776.0, 717.0, 36.0], shoonya_10sPY4LGOZ3KXV, 5694331]
[paragraph, [226.0, 1812.0, 717.0, 36.0], shoonya_10sPY4LGOZ3KXV, 5694331]
