[1468, 909]
[folio, [380.0, 85.0, 154.0, 18.0], ZuhlAgYGvh, 5769993]
[folio, [380.0, 103.0, 154.0, 18.0], ZuhlAgYGvh, 5769993]
[paragraph, [83.0, 141.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 159.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 177.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 195.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 213.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 231.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 249.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [83.0, 267.0, 361.0, 18.0], shoonya_0sV8OI3F4R5ABC, 5769993]
[paragraph, [451.0, 145.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 163.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 181.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 199.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 217.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 235.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 253.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 271.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 289.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 307.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 325.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 343.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 361.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 379.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 397.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [451.0, 415.0, 371.0, 18.0], E8H37qX2S0, 5769993]
[paragraph, [80.0, 288.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 306.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 324.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 342.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 360.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 378.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 396.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 414.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 432.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 450.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 468.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 486.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 504.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [80.0, 522.0, 367.0, 18.0], o0OZLfCwis, 5769993]
[paragraph, [454.0, 430.0, 365.0, 18.0], 9HOgwPG_dg, 5769993]
[paragraph, [454.0, 448.0, 365.0, 18.0], 9HOgwPG_dg, 5769993]
[paragraph, [454.0, 466.0, 365.0, 18.0], 9HOgwPG_dg, 5769993]
[paragraph, [454.0, 484.0, 365.0, 18.0], 9HOgwPG_dg, 5769993]
[paragraph, [454.0, 502.0, 365.0, 18.0], 9HOgwPG_dg, 5769993]
[paragraph, [452.0, 522.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 540.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 558.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 576.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 594.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 612.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 630.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 648.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 666.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 684.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 702.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [452.0, 720.0, 369.0, 18.0], n1Lc2ptPDn, 5769993]
[paragraph, [82.0, 543.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 561.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 579.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 597.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 615.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 633.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 651.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 669.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 687.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 705.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [82.0, 723.0, 362.0, 18.0], 7PrcoPpPcG, 5769993]
[paragraph, [81.0, 741.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 759.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 777.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 795.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 813.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 831.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 849.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 867.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 885.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 903.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 921.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 939.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [81.0, 957.0, 364.0, 18.0], 8yIbdlHgLY, 5769993]
[paragraph, [454.0, 754.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[paragraph, [454.0, 772.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[paragraph, [454.0, 790.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[paragraph, [454.0, 808.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[paragraph, [454.0, 826.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[paragraph, [454.0, 844.0, 353.0, 18.0], NCuV99Le1F, 5769993]
[reference, [665.0, 868.0, 152.0, 18.0], 2V7_2_em2n, 5769993]
[paragraph, [454.0, 902.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 920.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 938.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 956.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 974.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 992.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1010.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1028.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1046.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1064.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1082.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1100.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1118.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1136.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1154.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1172.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1190.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1208.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1226.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1244.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1262.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1280.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1298.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [454.0, 1316.0, 369.0, 18.0], dMVpVMyXO2, 5769993]
[paragraph, [82.0, 970.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 988.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1006.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1024.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1042.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1060.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1078.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1096.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1114.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1132.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1150.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1168.0, 364.0, 18.0], vlJjGqvspk, 5769993]
[paragraph, [82.0, 1186.0, 364.0, 18.0], vlJjGqvspk, 5769993]
