[792, 612]
[section-title, [174.0, 190.0, 260.0, 30.0], Va9i8rDVVP, 6514163]
[paragraph, [175.0, 241.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 259.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 277.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 295.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 313.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 331.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 349.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 367.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 385.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [175.0, 403.0, 304.0, 18.0], B7DiZxL0P6, 6514163]
[paragraph, [208.0, 434.0, 268.0, 18.0], c3drktLGC1, 6514163]
[paragraph, [208.0, 452.0, 268.0, 18.0], c3drktLGC1, 6514163]
[paragraph, [197.0, 492.0, 277.0, 18.0], ipcX2WQH_9, 6514163]
[paragraph, [197.0, 510.0, 277.0, 18.0], ipcX2WQH_9, 6514163]
