[2339, 1653]
[paragraph, [238.0, 200.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 236.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 272.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 308.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 344.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 380.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 416.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 452.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 488.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 524.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 560.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 596.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 632.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 668.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 704.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 740.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 776.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 812.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 848.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 884.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 920.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [238.0, 956.0, 1172.0, 36.0], shoonya_1sMGKPDG7PKAVM, 5686906]
[paragraph, [239.0, 1038.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1074.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1110.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1146.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1182.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1218.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1254.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1290.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1326.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1362.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1398.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1434.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1470.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1506.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1542.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1578.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1614.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1650.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1686.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1722.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1758.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1794.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1830.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1866.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1902.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1938.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 1974.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 2010.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
[paragraph, [239.0, 2046.0, 1171.0, 36.0], shoonya_0s1YK9K86LCMNF, 5686906]
