[3300, 2550]
[paragraph, [336.0, 261.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 313.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 366.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 418.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 471.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 523.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 576.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 628.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 681.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 733.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 786.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 838.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 891.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 943.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 996.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 1048.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 1101.0, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [336.0, 1153.5, 1938.0, 52.5], shoonya_1sOZ4XM294WLBX, 5720567]
[paragraph, [363.0, 1227.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1279.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1332.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1384.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1437.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1489.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1542.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1594.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1647.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1699.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1752.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1804.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1857.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1909.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 1962.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2014.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2067.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2119.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2172.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2224.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2277.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2329.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2382.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2434.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2487.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2539.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2592.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2644.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2697.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2749.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2802.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2854.5, 1902.0, 52.5], _BooAuzx3U, 5720567]
[paragraph, [363.0, 2907.0, 1902.0, 52.5], _BooAuzx3U, 5720567]
