[6000, 4167]
[folio, [1203.0, 609.0, 1797.0, 52.5], l40OFuOdfg, 5721233]
[folio, [1203.0, 661.5, 1797.0, 52.5], l40OFuOdfg, 5721233]
[folio, [1203.0, 714.0, 1797.0, 52.5], l40OFuOdfg, 5721233]
[paragraph, [546.0, 875.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 927.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 980.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1032.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1085.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1137.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1190.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1242.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1295.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1347.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1400.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1452.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1505.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1557.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1610.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1662.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1715.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1767.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1820.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1872.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1925.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 1977.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2030.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2082.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2135.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2187.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2240.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2292.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2345.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2397.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2450.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2502.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2555.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2607.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2660.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2712.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2765.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2817.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2870.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2922.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 2975.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 3027.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 3080.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 3132.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 3185.0, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [546.0, 3237.5, 3059.0, 52.5], shoonya_0sPKNZNVJWQXUF, 5721233]
[paragraph, [572.0, 3385.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3437.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3490.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3542.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3595.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3647.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3700.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3752.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3805.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3857.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3910.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 3962.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4015.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4067.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4120.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4172.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4225.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4277.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4330.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4382.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4435.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4487.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4540.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4592.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4645.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4697.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4750.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4802.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4855.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4907.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 4960.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5012.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5065.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5117.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5170.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5222.5, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5275.0, 3005.0, 52.5], AYMojz54JB, 5721233]
[paragraph, [572.0, 5327.5, 3005.0, 52.5], AYMojz54JB, 5721233]
