[2339, 1653]
[folio, [293.0, 212.0, 196.0, 36.0], lZevTP3cKe, 5655261]
[paragraph, [284.0, 307.0, 1106.0, 36.0], SQxop5-Pd-, 5655261]
[paragraph, [284.0, 343.0, 1106.0, 36.0], SQxop5-Pd-, 5655261]
[paragraph, [284.0, 379.0, 1106.0, 36.0], SQxop5-Pd-, 5655261]
[paragraph, [284.0, 415.0, 1106.0, 36.0], SQxop5-Pd-, 5655261]
[paragraph, [284.0, 492.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 528.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 564.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 600.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 636.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 672.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 708.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 744.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 780.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 816.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 852.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 888.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 924.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 960.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 996.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [284.0, 1032.0, 1083.0, 36.0], shoonya_2sOLP0L10Z5YPH, 5655261]
[paragraph, [285.0, 1096.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1132.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1168.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1204.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1240.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1276.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1312.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1348.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1384.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1420.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1456.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1492.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1528.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1564.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1600.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1636.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1672.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [285.0, 1708.0, 1079.0, 36.0], shoonya_1sJA9V9Z5ZSL44, 5655261]
[paragraph, [286.0, 1779.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1815.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1851.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1887.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1923.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1959.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 1995.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 2031.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
[paragraph, [286.0, 2067.0, 1083.0, 36.0], shoonya_0sG4IYXRFNBEVT, 5655261]
