[2334, 1650]
[paragraph, [207.0, 156.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 192.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 228.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 264.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 300.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 336.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 372.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 408.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 444.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [207.0, 480.0, 1160.0, 36.0], shoonya_1sN58H9OALRA9M, 5651715]
[paragraph, [203.0, 552.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 588.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 624.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 660.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 696.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 732.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 768.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 804.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 840.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 876.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 912.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 948.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 984.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1020.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1056.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1092.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1128.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1164.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1200.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [203.0, 1236.0, 1162.0, 36.0], shoonya_2sKMZPHE66R0EC, 5651715]
[paragraph, [206.0, 1296.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [206.0, 1332.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [206.0, 1368.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [206.0, 1404.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [206.0, 1440.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [206.0, 1476.0, 1162.0, 36.0], shoonya_3sP77L3M95I0PG, 5651715]
[paragraph, [202.0, 1522.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1558.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1594.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1630.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1666.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1702.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1738.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1774.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1810.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1846.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1882.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1918.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1954.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[paragraph, [202.0, 1990.0, 1167.0, 36.0], shoonya_0sMF32Z8R2ILOT, 5651715]
[folio, [1192.0, 2094.0, 109.0, 36.0], 8Jag57NNFa, 5651715]
