[3300, 2550]
[paragraph, [242.0, 254.0, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 306.5, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 359.0, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 411.5, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 464.0, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 516.5, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[paragraph, [242.0, 569.0, 2052.0, 52.5], shoonya_1sQQP6NLLWLFYV, 5720092]
[section-title, [269.0, 697.0, 1070.0, 93.0], M16VaLPFMn, 5720092]
[paragraph, [267.0, 832.0, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 884.5, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 937.0, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 989.5, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 1042.0, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 1094.5, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 1147.0, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 1199.5, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [267.0, 1252.0, 2024.0, 52.5], s1ncyOD0je, 5720092]
[paragraph, [270.0, 1342.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1394.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1447.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1499.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1552.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1604.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1657.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1709.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1762.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1814.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1867.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1919.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 1972.0, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [270.0, 2024.5, 2008.0, 52.5], tUxgJT1xan, 5720092]
[paragraph, [277.0, 2133.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2185.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2238.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2290.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2343.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2395.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2448.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2500.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2553.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2605.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2658.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2710.5, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
[paragraph, [277.0, 2763.0, 2008.0, 52.5], YoYv9ex9bJ, 5720092]
