[792, 612]
[section-title, [104.0, 43.0, 149.0, 30.0], 2pyUtgkCxb, 5770382]
[paragraph, [102.0, 90.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 108.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 126.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 144.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 162.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 180.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 198.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[paragraph, [102.0, 216.0, 437.0, 18.0], shoonya_0s8HOBK8W9WGFE, 5770382]
[ordered-list, [102.0, 252.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 270.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 288.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 306.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 324.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 342.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 360.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 378.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 396.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 414.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 432.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 450.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 468.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 486.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 504.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 522.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 540.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 558.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 576.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 594.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 612.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 630.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 648.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 666.0, 455.0, 18.0], drofG6ru5V, 5770382]
[ordered-list, [102.0, 684.0, 455.0, 18.0], drofG6ru5V, 5770382]
[flag, [282.0, 265.0, 58.0, 18.0], 7z20i9smk7, 5770382]
[flag, [261.0, 384.0, 61.0, 18.0], vV9AjfvovT, 5770382]
[flag, [279.0, 502.0, 56.0, 18.0], AjK1WGLtf7, 5770382]
[flag, [319.0, 624.0, 59.0, 18.0], sqitLjbZMo, 5770382]
[flag, [341.0, 655.0, 50.0, 18.0], A_7NnH4WNh, 5770382]
[flag, [317.0, 685.0, 42.0, 18.0], sp4XElcL9f, 5770382]
