[780, 596]
[chapter-title, [182.0, 48.0, 271.0, 30.0], rsfGsTKr5f, 5739610]
[paragraph, [156.0, 167.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 185.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 203.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 221.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 239.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 257.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 275.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 293.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 311.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 329.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 347.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [156.0, 365.0, 315.0, 18.0], VuM8Kmkewh, 5739610]
[paragraph, [155.0, 395.0, 322.0, 18.0], rzDym8I9nI, 5739610]
[paragraph, [155.0, 413.0, 322.0, 18.0], rzDym8I9nI, 5739610]
[paragraph, [119.0, 455.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 473.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 491.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 509.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 527.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 545.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 563.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 581.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 599.0, 396.0, 18.0], shoonya_1sGOD0NK9SJP45, 5739610]
[paragraph, [119.0, 630.0, 393.0, 18.0], shoonya_0s9LRJM07YUQQC, 5739610]
[paragraph, [119.0, 648.0, 393.0, 18.0], shoonya_0s9LRJM07YUQQC, 5739610]
[paragraph, [119.0, 666.0, 393.0, 18.0], shoonya_0s9LRJM07YUQQC, 5739610]
[paragraph, [119.0, 684.0, 393.0, 18.0], shoonya_0s9LRJM07YUQQC, 5739610]
[website-link, [223.0, 743.0, 149.0, 18.0], G6J4vCiR1r, 5739610]
