[792, 612]
[paragraph, [61.0, 54.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 72.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 90.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 108.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 126.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 144.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 162.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 180.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 198.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 216.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 234.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 252.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 270.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [61.0, 288.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [225.0, 54.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 72.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 90.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 108.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 126.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 144.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 162.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 180.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 198.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 216.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 234.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 252.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 270.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 288.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 306.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 324.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 342.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 360.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 378.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 396.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 414.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [225.0, 432.0, 159.0, 18.0], shoonya_3sO9WT4LP719V2, 6515164]
[paragraph, [392.0, 54.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 72.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 90.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 108.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 126.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 144.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 162.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 180.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 198.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 216.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 234.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 252.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 270.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 288.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 306.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 324.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 342.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 360.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
