[2334, 1650]
[paragraph, [171.0, 158.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 194.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 230.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 266.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 302.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 338.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 374.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 410.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 446.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 482.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 518.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 554.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [171.0, 590.0, 1286.0, 36.0], shoonya_0s0GSCKQLSOCW0, 5652683]
[paragraph, [154.0, 657.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 693.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 729.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 765.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 801.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 837.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 873.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 909.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 945.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 981.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 1017.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [154.0, 1053.0, 1345.0, 36.0], ALIwgogFkc, 5652683]
[paragraph, [115.0, 1097.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1133.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1169.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1205.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1241.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1277.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1313.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1349.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1385.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1421.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1457.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1493.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1529.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1565.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1601.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1637.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1673.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1709.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1745.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1781.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1817.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1853.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [115.0, 1889.0, 1406.0, 36.0], 1Tqimr7yOM, 5652683]
[paragraph, [164.0, 1919.0, 1380.0, 36.0], FsQKZv9JCq, 5652683]
[paragraph, [164.0, 1955.0, 1380.0, 36.0], FsQKZv9JCq, 5652683]
[paragraph, [164.0, 1991.0, 1380.0, 36.0], FsQKZv9JCq, 5652683]
[folio, [910.0, 2088.0, 381.0, 36.0], CK3L1ldZFv, 5652683]
