[882, 655]
[section-title, [67.0, 80.0, 246.0, 30.0], frausELVOm, 5759614]
[paragraph, [334.0, 85.0, 243.0, 18.0], ei_9N3XbnZ, 5759614]
[paragraph, [334.0, 103.0, 243.0, 18.0], ei_9N3XbnZ, 5759614]
[paragraph, [334.0, 121.0, 243.0, 18.0], ei_9N3XbnZ, 5759614]
[paragraph, [334.0, 139.0, 243.0, 18.0], ei_9N3XbnZ, 5759614]
[paragraph, [69.0, 114.0, 250.0, 18.0], shoonya_2s4QH0PMTRX27R, 5759614]
[paragraph, [69.0, 132.0, 250.0, 18.0], shoonya_2s4QH0PMTRX27R, 5759614]
[paragraph, [69.0, 150.0, 250.0, 18.0], shoonya_2s4QH0PMTRX27R, 5759614]
[paragraph, [69.0, 168.0, 250.0, 18.0], shoonya_2s4QH0PMTRX27R, 5759614]
[paragraph, [69.0, 186.0, 250.0, 18.0], shoonya_2s4QH0PMTRX27R, 5759614]
[paragraph, [334.0, 186.0, 242.0, 18.0], jKfwm8r4N2, 5759614]
[paragraph, [334.0, 204.0, 242.0, 18.0], jKfwm8r4N2, 5759614]
[paragraph, [334.0, 222.0, 242.0, 18.0], jKfwm8r4N2, 5759614]
[paragraph, [334.0, 240.0, 242.0, 18.0], jKfwm8r4N2, 5759614]
[paragraph, [334.0, 258.0, 242.0, 18.0], jKfwm8r4N2, 5759614]
[paragraph, [78.0, 239.0, 245.0, 18.0], JmphoJ8kYS, 5759614]
[paragraph, [78.0, 257.0, 245.0, 18.0], JmphoJ8kYS, 5759614]
[paragraph, [78.0, 275.0, 245.0, 18.0], JmphoJ8kYS, 5759614]
[paragraph, [78.0, 293.0, 245.0, 18.0], JmphoJ8kYS, 5759614]
[paragraph, [333.0, 303.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 321.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 339.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 357.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 375.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 393.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 411.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 429.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 447.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 465.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 483.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 501.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [333.0, 519.0, 240.0, 18.0], shoonya_9sE7YRW96M9LJS, 5759614]
[paragraph, [77.0, 327.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 345.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 363.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 381.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 399.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 417.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 435.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [77.0, 453.0, 247.0, 18.0], 7qQrb8Vcq2, 5759614]
[paragraph, [76.0, 504.0, 249.0, 18.0], DqG4BM-iQS, 5759614]
[paragraph, [76.0, 522.0, 249.0, 18.0], DqG4BM-iQS, 5759614]
[folio, [504.0, 809.0, 73.0, 18.0], U6lYcltnjn, 5759614]
