[1468, 909]
[folio, [385.0, 88.0, 149.0, 18.0], G8H2NwE9Lm, 5770268]
[folio, [385.0, 106.0, 149.0, 18.0], G8H2NwE9Lm, 5770268]
[paragraph, [459.0, 154.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 172.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 190.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 208.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 226.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 244.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 262.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 280.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 298.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 316.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 334.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 352.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 370.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 388.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 406.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 424.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 442.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 460.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 478.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 496.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 514.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 532.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 550.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 568.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 586.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 604.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 622.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 640.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 658.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 676.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 694.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 712.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [459.0, 730.0, 368.0, 18.0], _EzNiG0alL, 5770268]
[paragraph, [74.0, 162.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 180.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 198.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 216.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 234.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 252.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 270.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 288.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 306.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 324.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 342.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 360.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 378.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 396.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 414.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 432.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 450.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 468.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 486.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 504.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 522.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 540.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 558.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 576.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 594.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 612.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 630.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 648.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 666.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 684.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 702.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 720.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 738.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [74.0, 756.0, 377.0, 18.0], pcR_GvkppN, 5770268]
[paragraph, [460.0, 760.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 778.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 796.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 814.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 832.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 850.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 868.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 886.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 904.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 922.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 940.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 958.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 976.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 994.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1012.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1030.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1048.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1066.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1084.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1102.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1120.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1138.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1156.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1174.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1192.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1210.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [460.0, 1228.0, 371.0, 18.0], BGiO8Ze79h, 5770268]
[paragraph, [82.0, 788.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 806.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 824.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 842.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 860.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 878.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 896.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 914.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 932.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 950.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 968.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 986.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1004.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1022.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1040.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1058.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1076.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1094.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1112.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1130.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1148.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1166.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1184.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1202.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1220.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1238.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
