[1372, 849]
[section-title, [349.0, 68.0, 143.0, 30.0], shoonya_2sNMCRMJPZPW9B, 5709817]
[paragraph, [55.0, 119.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 137.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 155.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 173.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 191.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 209.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 227.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 245.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 263.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 281.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 299.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 317.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 335.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 353.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 371.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 389.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 407.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [55.0, 425.0, 735.0, 18.0], shoonya_0sU15X19ZVOQ33, 5709817]
[paragraph, [59.0, 462.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 480.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 498.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 516.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 534.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 552.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 570.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 588.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 606.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 624.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 642.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 660.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 678.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 696.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 714.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 732.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 750.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 768.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 786.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 804.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 822.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 840.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 858.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 876.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 894.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 912.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 930.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 948.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 966.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 984.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1002.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1020.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1038.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1056.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1074.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1092.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1110.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1128.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1146.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1164.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1182.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1200.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1218.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1236.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1254.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1272.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1290.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
[paragraph, [59.0, 1308.0, 730.0, 18.0], shoonya_1s21SSYSHF1WM9, 5709817]
