[1806, 1262]
[section-title, [572.0, 416.0, 120.0, 49.5], shoonya_4sQFJ0DYE8W9D5, 5680880]
[paragraph, [106.0, 558.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 594.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 630.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 666.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 702.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 738.0, 1051.0, 36.0], shoonya_1sXPIZY2ZLMUGO, 5680880]
[paragraph, [106.0, 774.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 810.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 846.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 882.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 918.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 954.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 990.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 1026.0, 1045.0, 36.0], shoonya_0sP5VOOP1P5Z32, 5680880]
[paragraph, [106.0, 1062.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [106.0, 1098.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [106.0, 1134.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [106.0, 1170.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [106.0, 1206.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [106.0, 1242.0, 1044.0, 36.0], shoonya_2sONFZFLO81175, 5680880]
[paragraph, [105.0, 1280.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1316.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1352.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1388.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1424.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1460.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1496.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [105.0, 1532.0, 1047.0, 36.0], shoonya_3sTIVDR3CZ7D11, 5680880]
[paragraph, [100.0, 1596.0, 1054.0, 36.0], jr_wPSdoUy, 5680880]
[paragraph, [100.0, 1632.0, 1054.0, 36.0], jr_wPSdoUy, 5680880]
[paragraph, [100.0, 1668.0, 1054.0, 36.0], jr_wPSdoUy, 5680880]
