[2200, 1700]
[paragraph, [372.0, 227.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 263.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 299.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 335.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 371.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 407.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 443.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 479.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 515.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 551.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 587.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 623.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 659.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 695.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [372.0, 731.0, 1132.0, 36.0], shoonya_1s7LGCTYQ59KMI, 5733694]
[paragraph, [373.0, 806.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 842.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 878.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 914.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 950.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 986.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1022.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1058.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1094.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1130.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1166.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1202.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1238.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1274.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1310.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1346.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1382.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1418.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1454.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1490.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1526.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1562.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1598.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [373.0, 1634.0, 1130.0, 36.0], shoonya_0sH2608P9IKMYB, 5733694]
[paragraph, [376.0, 1716.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1752.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1788.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1824.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1860.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1896.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1932.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 1968.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
[paragraph, [376.0, 2004.0, 1132.0, 36.0], shoonya_2sS9HNN670PA5K, 5733694]
