[2067, 1567]
[folio, [193.0, 197.0, 275.0, 36.0], yx9jjQIrR2, 5735657]
[paragraph, [190.0, 248.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 284.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 320.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 356.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 392.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 428.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 464.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 500.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [190.0, 536.0, 583.0, 36.0], shoonya_3s6VRZH2YQYNIH, 5735657]
[paragraph, [796.0, 249.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 285.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 321.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 357.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 393.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 429.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 465.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 501.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 537.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 573.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [796.0, 609.0, 580.0, 36.0], shoonya_1s4B4A4P5WUNZ0, 5735657]
[paragraph, [191.0, 650.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 686.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 722.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 758.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 794.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 830.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 866.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 902.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 938.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 974.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1010.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1046.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1082.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1118.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1154.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1190.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1226.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1262.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1298.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1334.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1370.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1406.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1442.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1478.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1514.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1550.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1586.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1622.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1658.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1694.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1730.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [191.0, 1766.0, 582.0, 36.0], shoonya_0s49DX9ANFY7H5, 5735657]
[paragraph, [792.0, 655.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 691.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 727.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 763.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 799.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 835.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 871.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 907.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 943.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 979.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1015.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1051.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1087.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1123.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1159.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1195.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1231.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1267.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1303.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[paragraph, [792.0, 1339.0, 579.0, 36.0], shoonya_5sYJSCU7Y9YARU, 5735657]
[sidebar, [19.0, 1344.0, 133.0, 36.0], YypHN7Bhte, 5735657]
[sidebar, [19.0, 1380.0, 133.0, 36.0], YypHN7Bhte, 5735657]
[paragraph, [790.0, 1409.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1445.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1481.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1517.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1553.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1589.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1625.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1661.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1697.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1733.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[paragraph, [790.0, 1769.0, 580.0, 36.0], shoonya_2s5W7HVZ3QQ502, 5735657]
[folio, [1136.0, 1824.0, 230.0, 36.0], -JSm0xtABU, 5735657]
