[1200, 825]
[section-title, [306.0, 303.0, 207.0, 30.0], SCH0HOqLyk, 5691036]
[paragraph, [134.0, 362.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 380.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 398.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 416.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 434.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 452.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 470.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 488.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 506.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 524.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 542.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 560.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 578.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 596.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 614.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 632.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 650.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 668.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 686.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 704.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 722.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 740.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 758.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 776.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 794.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 812.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 830.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 848.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 866.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [134.0, 884.0, 553.0, 18.0], shoonya_0sM7Q1X48VOWI9, 5691036]
[paragraph, [130.0, 907.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 925.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 943.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 961.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 979.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 997.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 1015.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
[paragraph, [130.0, 1033.0, 559.0, 18.0], shoonya_1sX7JLLK762X5U, 5691036]
