[1031, 622]
[section-title, [255.0, 69.0, 110.0, 30.0], shoonya_2sIPH6V7NYHJ4F, 5710051]
[paragraph, [69.0, 112.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 130.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 148.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 166.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 184.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 202.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 220.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 238.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 256.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 274.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 292.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 310.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 328.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 346.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 364.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 382.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[paragraph, [69.0, 400.0, 482.0, 18.0], shoonya_0sUG26SV9MRPXQ, 5710051]
[ordered-list, [100.0, 425.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 443.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 461.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 479.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 497.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 515.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 533.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 551.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 569.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 587.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 605.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 623.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 641.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 659.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 677.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 695.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 713.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 731.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[ordered-list, [100.0, 749.0, 448.0, 18.0], shoonya_1sESCJF9AOWI1J, 5710051]
[paragraph, [75.0, 766.0, 478.0, 18.0], shoonya_4sAUA4Q40H1H1E, 5710051]
[paragraph, [75.0, 784.0, 478.0, 18.0], shoonya_4sAUA4Q40H1H1E, 5710051]
[paragraph, [75.0, 802.0, 478.0, 18.0], shoonya_4sAUA4Q40H1H1E, 5710051]
[paragraph, [75.0, 820.0, 478.0, 18.0], shoonya_4sAUA4Q40H1H1E, 5710051]
[paragraph, [75.0, 838.0, 478.0, 18.0], shoonya_4sAUA4Q40H1H1E, 5710051]
[footnote, [67.0, 876.0, 483.0, 18.0], shoonya_5sCPRNFP56TJE8, 5710051]
[footnote, [67.0, 894.0, 483.0, 18.0], shoonya_5sCPRNFP56TJE8, 5710051]
[footnote, [67.0, 912.0, 483.0, 18.0], shoonya_5sCPRNFP56TJE8, 5710051]
[footnote, [67.0, 930.0, 483.0, 18.0], shoonya_5sCPRNFP56TJE8, 5710051]
