[2200, 1700]
[paragraph, [296.0, 77.0, 952.0, 36.0], shoonya_3sJFC3UWQ3DLPJ, 5730605]
[paragraph, [276.0, 161.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 197.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 233.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 269.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 305.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 341.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 377.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 413.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 449.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 485.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 521.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [276.0, 557.0, 1096.0, 36.0], shoonya_2sUPAYDSZBAFMY, 5730605]
[paragraph, [291.0, 634.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 670.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 706.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 742.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 778.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 814.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 850.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 886.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 922.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 958.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 994.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [291.0, 1030.0, 1064.0, 36.0], shoonya_1sT5G7374I2777, 5730605]
[paragraph, [264.0, 1109.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1145.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1181.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1217.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1253.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1289.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1325.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1361.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1397.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1433.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1469.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1505.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1541.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1577.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1613.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1649.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1685.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1721.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1757.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1793.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1829.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[paragraph, [264.0, 1865.0, 1100.0, 36.0], shoonya_0sD058LM0M0TLE, 5730605]
[folio, [870.0, 2013.0, 380.0, 36.0], VurmWQkMvV, 5730605]
