[2200, 1700]
[section-title, [239.0, 170.0, 1178.0, 52.5], shoonya_1sUUX6NA3FL9FD, 5689085]
[paragraph, [457.0, 229.0, 492.0, 36.0], MAAG2j510X, 5689085]
[reference, [246.0, 313.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 349.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 385.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 421.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 457.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 493.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 529.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 565.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 601.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 637.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 673.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 709.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 745.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 781.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 817.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 853.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 889.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 925.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 961.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 997.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 1033.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 1069.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
[reference, [246.0, 1105.0, 1219.0, 36.0], lwSgKHiYOC, 5689085]
