[2200, 1700]
[paragraph, [886.0, 193.0, 677.0, 36.0], kiw8NMY5kz, 5753145]
[paragraph, [886.0, 229.0, 677.0, 36.0], kiw8NMY5kz, 5753145]
[paragraph, [886.0, 265.0, 677.0, 36.0], kiw8NMY5kz, 5753145]
[paragraph, [123.0, 202.0, 683.0, 36.0], 3i5fZsPqGk, 5753145]
[paragraph, [123.0, 238.0, 683.0, 36.0], 3i5fZsPqGk, 5753145]
[paragraph, [123.0, 274.0, 683.0, 36.0], 3i5fZsPqGk, 5753145]
[paragraph, [123.0, 310.0, 683.0, 36.0], 3i5fZsPqGk, 5753145]
[paragraph, [904.0, 326.0, 653.0, 36.0], shoonya_7sASE5YE8X0SMN, 5753145]
[paragraph, [904.0, 362.0, 653.0, 36.0], shoonya_7sASE5YE8X0SMN, 5753145]
[paragraph, [904.0, 398.0, 653.0, 36.0], shoonya_7sASE5YE8X0SMN, 5753145]
[paragraph, [904.0, 434.0, 653.0, 36.0], shoonya_7sASE5YE8X0SMN, 5753145]
[paragraph, [141.0, 374.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 410.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 446.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 482.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 518.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 554.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 590.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 626.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [141.0, 662.0, 656.0, 36.0], shoonya_5sZWADYFHCX4O5, 5753145]
[paragraph, [900.0, 492.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 528.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 564.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 600.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 636.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 672.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [900.0, 708.0, 656.0, 36.0], shoonya_2sCF6IBVKMIAUT, 5753145]
[paragraph, [143.0, 768.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [143.0, 804.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [143.0, 840.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [143.0, 876.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [143.0, 912.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [143.0, 948.0, 658.0, 36.0], shoonya_4s4Z7XE2Z5N8PD, 5753145]
[paragraph, [897.0, 798.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 834.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 870.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 906.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 942.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 978.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1014.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1050.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1086.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1122.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1158.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1194.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1230.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1266.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1302.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1338.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1374.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1410.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1446.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [897.0, 1482.0, 662.0, 36.0], shoonya_1s8RHW99I3ZBCR, 5753145]
[paragraph, [146.0, 1065.0, 655.0, 36.0], shoonya_6sMYYEEORD1IGU, 5753145]
[paragraph, [146.0, 1101.0, 655.0, 36.0], shoonya_6sMYYEEORD1IGU, 5753145]
[paragraph, [146.0, 1137.0, 655.0, 36.0], shoonya_6sMYYEEORD1IGU, 5753145]
[paragraph, [146.0, 1173.0, 655.0, 36.0], shoonya_6sMYYEEORD1IGU, 5753145]
[paragraph, [146.0, 1209.0, 655.0, 36.0], shoonya_6sMYYEEORD1IGU, 5753145]
[paragraph, [125.0, 1265.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1301.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
