[3508, 2481]
[contact-info, [621.0, 115.0, 1408.0, 52.5], tu0cRYRPn3, 6491206]
[contact-info, [621.0, 167.5, 1408.0, 52.5], tu0cRYRPn3, 6491206]
[contact-info, [621.0, 220.0, 1408.0, 52.5], tu0cRYRPn3, 6491206]
[headline, [1075.0, 525.0, 345.0, 52.5], _E7_xb1lmK, 6491206]
[headline, [1075.0, 577.5, 345.0, 52.5], _E7_xb1lmK, 6491206]
[dateline, [217.0, 908.0, 413.0, 52.5], wGKkAQzc5K, 6491206]
[dateline, [217.0, 960.5, 413.0, 52.5], wGKkAQzc5K, 6491206]
[paragraph, [202.0, 1178.0, 485.0, 52.5], wALjMgbu1R, 6491206]
[paragraph, [183.0, 1284.0, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [183.0, 1336.5, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [183.0, 1389.0, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [183.0, 1441.5, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [183.0, 1494.0, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [183.0, 1546.5, 2117.0, 52.5], vlW8_8Ft9L, 6491206]
[paragraph, [202.0, 1654.0, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1706.5, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1759.0, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1811.5, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1864.0, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1916.5, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [202.0, 1969.0, 2089.0, 52.5], L_pxNzSN6q, 6491206]
[paragraph, [217.0, 2040.0, 2128.0, 52.5], HTHYCHdyeO, 6491206]
[paragraph, [217.0, 2092.5, 2128.0, 52.5], HTHYCHdyeO, 6491206]
[paragraph, [217.0, 2145.0, 2128.0, 52.5], HTHYCHdyeO, 6491206]
[paragraph, [217.0, 2197.5, 2128.0, 52.5], HTHYCHdyeO, 6491206]
[paragraph, [217.0, 2250.0, 2128.0, 52.5], HTHYCHdyeO, 6491206]
[contact-info, [180.0, 2431.0, 550.0, 52.5], mO4pIcHTvK, 6491206]
[contact-info, [180.0, 2483.5, 550.0, 52.5], mO4pIcHTvK, 6491206]
[contact-info, [1759.0, 3280.0, 509.0, 52.5], cGdcZYyYbw, 6491206]
