[1754, 1241]
[headline, [476.0, 254.0, 291.0, 37.5], shoonya_7sKGAMN7JGF4YA, 6472818]
[headline, [476.0, 291.5, 291.0, 37.5], shoonya_7sKGAMN7JGF4YA, 6472818]
[author, [864.0, 328.0, 205.0, 36.0], shoonya_11s3DUMYWA6NG7, 6472818]
[paragraph, [173.0, 370.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 406.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 442.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 478.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 514.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 550.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 586.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [173.0, 622.0, 441.0, 36.0], shoonya_1sZF7FWI4YYFP7, 6472818]
[paragraph, [624.0, 378.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [624.0, 414.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [624.0, 450.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [624.0, 486.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [624.0, 522.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [624.0, 558.0, 442.0, 36.0], shoonya_13sF5KCTCMSIW0, 6472818]
[paragraph, [625.0, 629.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 665.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 701.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 737.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 773.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 809.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 845.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 881.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 917.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 953.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 989.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1025.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1061.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1097.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1133.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1169.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1205.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1241.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1277.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [625.0, 1313.0, 443.0, 36.0], shoonya_0s670KM9Q6NGK0, 6472818]
[paragraph, [173.0, 657.0, 441.0, 36.0], shoonya_5s51WGHAU8RYRM, 6472818]
[paragraph, [171.0, 726.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 762.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 798.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 834.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 870.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 906.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 942.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [171.0, 978.0, 444.0, 36.0], shoonya_2s53SP8EOOP7P7, 6472818]
[paragraph, [173.0, 1048.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
[paragraph, [173.0, 1084.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
[paragraph, [173.0, 1120.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
