[792, 612]
[folio, [258.0, 33.0, 76.0, 18.0], KlHjTUkq_p, 6492943]
[paragraph, [97.0, 79.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 97.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 115.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 133.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 151.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 169.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 187.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 205.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 223.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [97.0, 241.0, 403.0, 18.0], shoonya_0sWO4RS03NL44U, 6492943]
[paragraph, [95.0, 263.0, 404.0, 18.0], shoonya_2sE651NJ367H9K, 6492943]
[paragraph, [95.0, 281.0, 404.0, 18.0], shoonya_2sE651NJ367H9K, 6492943]
[paragraph, [95.0, 299.0, 404.0, 18.0], shoonya_2sE651NJ367H9K, 6492943]
[paragraph, [94.0, 323.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 341.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 359.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 377.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 395.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 413.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 431.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 449.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 467.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [94.0, 485.0, 402.0, 18.0], shoonya_1s1ED41BSTZXKW, 6492943]
[paragraph, [93.0, 504.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [93.0, 522.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [93.0, 540.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [93.0, 558.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [93.0, 576.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [93.0, 594.0, 405.0, 18.0], shoonya_3sRVTG6RKD1LTI, 6492943]
[paragraph, [91.0, 626.0, 406.0, 18.0], shoonya_4sFDH905WSQS2V, 6492943]
[paragraph, [91.0, 644.0, 406.0, 18.0], shoonya_4sFDH905WSQS2V, 6492943]
[paragraph, [91.0, 662.0, 406.0, 18.0], shoonya_4sFDH905WSQS2V, 6492943]
[paragraph, [91.0, 680.0, 406.0, 18.0], shoonya_4sFDH905WSQS2V, 6492943]
