[1034, 680]
[folio, [232.0, 66.0, 216.0, 18.0], shoonya_0s8S7LZMWNN7R7, 5739852]
[folio, [232.0, 84.0, 216.0, 18.0], shoonya_0s8S7LZMWNN7R7, 5739852]
[ordered-list, [42.0, 125.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 143.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 161.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 179.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 197.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 215.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 233.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 251.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 269.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 287.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 305.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 323.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 341.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 359.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 377.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 395.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 413.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 431.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 449.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 467.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 485.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 503.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 521.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 539.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 557.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 575.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 593.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 611.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 629.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 647.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 665.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 683.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 701.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 719.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 737.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 755.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 773.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 791.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 809.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 827.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 845.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 863.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 881.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 899.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 917.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 935.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[ordered-list, [42.0, 953.0, 591.0, 18.0], A7iLr3GMwn, 5739852]
[sub-ordered-list, [100.0, 235.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 253.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 271.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 289.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 307.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 325.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 343.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 361.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 379.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 397.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 415.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
